property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,price,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
12,0,9,4,4,6,4,1,360,100,1,0,14,97.0,37.74873,-122.41545,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,8,2,4,4,4,1,275,300,4,25,86,97.0,37.74873,-122.41545,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,10,4,4,4,4,12,599,275,8,25,68,99.0,37.74873,-122.41545,46,1,1,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,4,4,4,12,253,208,1,0,5,100.0,37.74873,-122.41545,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,2,4,5,4,12,900,100,1,0,57,99.0,37.74873,-122.41545,30,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,8,2,4,5,4,1,600,350,7,50,41,100.0,37.74873,-122.41545,50,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,7,2,4,4,4,12,349,595,1,0,6,100.0,37.74873,-122.41545,44,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,2,1,1,4,4,4,12,82,50,1,40,4,100.0,37.74873,-122.41545,25,0,1,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,3,4,4,4,1,600,380,8,300,8,100.0,37.74873,-122.41545,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,7,3,4,5,4,1,1000,225,6,15,16,96.0,37.74873,-122.41545,45,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,2,4,4,4,1,250,200,6,100,7,100.0,37.74873,-122.41545,19,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6,0,8,2,4,6,4,12,700,100,1,0,6,97.0,37.74873,-122.41545,29,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,3,4,4,4,1,350,150,6,25,3,100.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,8,2,4,4,4,12,334,250,6,100,1,100.0,37.74873,-122.41545,20,0,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,8,3,4,5,4,12,890,300,1,9,1,100.0,37.74873,-122.41545,16,0,0,0,1,1,0,1,0,0,0,0,0,1,1
12,0,7,3,4,4,4,12,450,200,4,25,11,100.0,37.74873,-122.41545,30,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,2,4,5,4,1,395,200,1,0,1,100.0,37.74873,-122.41545,25,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,120,75,2,0,18,99.0,37.792778000000006,-122.42188,17,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,2,1,0,1,4,4,138,100,1,0,1,80.0,37.792778000000006,-122.42188,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,13,122,90,1,0,17,86.0,37.792778000000006,-122.42188,15,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,18,140,50,1,0,21,80.0,37.792778000000006,-122.42188,15,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,86,150,2,50,26,86.0,37.792778000000006,-122.42188,16,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1,0,2,1,0,1,4,13,151,150,1,0,17,100.0,37.792778000000006,-122.42188,34,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,21,80,60,2,0,92,96.0,37.792778000000006,-122.42188,20,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,25,150,120,1,20,53,97.0,37.792778000000006,-122.42188,44,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,3,1,0,1,4,4,149,70,1,0,112,89.0,37.792778000000006,-122.42188,33,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,2,1,0,1,4,13,200,100,1,0,25,100.0,37.792778000000006,-122.42188,21,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,110,60,1,0,4,95.0,37.792778000000006,-122.42188,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,107,88,1,0,12,97.0,37.792778000000006,-122.42188,24,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,107,88,1,0,9,91.0,37.792778000000006,-122.42188,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,1,1,0,1,4,13,139,0,1,0,14,99.0,37.792778000000006,-122.42188,22,0,0,0,0,1,1,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,4,87,95,1,0,2,70.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,160,75,1,25,92,95.0,37.792778000000006,-122.42188,29,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,4,150,100,1,0,9,98.0,37.792778000000006,-122.42188,24,0,0,0,0,0,1,1,0,0,0,1,1,0,1
1,0,2,1,0,1,4,18,99,120,1,20,60,96.0,37.792778000000006,-122.42188,33,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,89,95,1,0,3,93.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,81,95,1,0,4,75.0,37.792778000000006,-122.42188,14,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,80,50,1,0,19,80.0,37.792778000000006,-122.42188,9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8,0,3,1,0,1,4,21,195,60,2,15,90,99.0,37.792778000000006,-122.42188,36,0,0,0,0,1,0,1,1,0,0,1,1,0,1
14,2,2,1,0,1,4,13,78,75,1,0,7,93.0,37.792778000000006,-122.42188,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14,0,2,1,0,1,4,4,81,95,1,0,3,93.0,37.792778000000006,-122.42188,21,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,89,95,1,0,1,80.0,37.792778000000006,-122.42188,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,80,95,1,0,2,90.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,83,95,1,0,1,60.0,37.792778000000006,-122.42188,24,0,0,0,0,1,1,1,1,0,0,0,1,0,1
1,2,2,1,0,1,4,13,72,75,1,0,6,100.0,37.792778000000006,-122.42188,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,81,95,1,0,2,80.0,37.792778000000006,-122.42188,17,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,84,95,1,0,3,100.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,81,95,1,0,1,80.0,37.792778000000006,-122.42188,24,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,13,88,75,1,0,4,93.0,37.792778000000006,-122.42188,13,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,89,95,1,0,1,100.0,37.792778000000006,-122.42188,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,87,95,1,0,4,100.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,82,95,1,0,4,70.0,37.792778000000006,-122.42188,27,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,4,88,95,1,0,1,20.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,87,95,1,0,1,100.0,37.792778000000006,-122.42188,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,86,95,1,0,1,60.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,82,95,1,0,2,90.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,80,95,1,0,1,80.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
16,0,2,1,0,1,4,18,155,200,1,0,1,100.0,37.792778000000006,-122.42188,19,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,77,95,1,0,1,80.0,37.792778000000006,-122.42188,24,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,4,89,95,1,0,1,100.0,37.792778000000006,-122.42188,16,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,88,95,1,0,3,87.0,37.792778000000006,-122.42188,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,80,95,1,0,1,60.0,37.792778000000006,-122.42188,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,13,99,50,2,100,1,100.0,37.792778000000006,-122.42188,29,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,2,1,0,2,4,13,250,100,2,0,15,100.0,37.792778000000006,-122.42188,34,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,2,1,0,1,4,4,193,125,1,0,1,100.0,37.792778000000006,-122.42188,27,0,0,0,1,0,0,1,1,0,0,1,1,1,1
1,0,1,1,0,1,4,21,120,150,1,0,2,100.0,37.792778000000006,-122.42188,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,4,80,95,1,0,1,80.0,37.792778000000006,-122.42188,21,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,2,1,0,1,4,21,120,70,2,200,1,100.0,37.792778000000006,-122.42188,27,0,0,0,1,1,0,0,1,0,0,1,1,1,1
1,0,2,1,0,1,4,4,104,0,1,0,1,100.0,37.792778000000006,-122.42188,30,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,9,1,4,4,4,13,230,150,6,65,88,92.0,37.792778000000006,-122.42188,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,6,2,4,4,4,13,385,400,6,0,23,87.0,37.792778000000006,-122.42188,32,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,2,4,6,4,18,375,195,8,0,57,97.0,37.792778000000006,-122.42188,31,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,8,3,4,5,4,13,450,150,1,0,117,96.0,37.792778000000006,-122.42188,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,10,3,4,5,4,13,450,200,1,0,98,97.0,37.792778000000006,-122.42188,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,4,4,21,820,250,3,35,46,99.0,37.792778000000006,-122.42188,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
17,0,6,2,3,3,4,18,304,375,1,0,2,90.0,37.792778000000006,-122.42188,26,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,3,1,3,3,4,21,170,120,3,100,3,90.0,37.792778000000006,-122.42188,16,0,0,0,0,1,1,1,0,0,0,0,1,0,1
12,0,6,2,3,3,4,21,217,100,4,0,10,88.0,37.792778000000006,-122.42188,38,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,5,1,3,4,4,21,217,100,1,0,83,97.0,37.792778000000006,-122.42188,50,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,0,7,2,3,4,4,21,587,300,3,30,42,99.0,37.792778000000006,-122.42188,35,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,18,490,150,1,0,28,98.0,37.792778000000006,-122.42188,37,0,0,0,1,0,1,1,1,0,0,1,1,1,1
17,0,6,3,3,3,4,21,549,200,6,50,71,98.0,37.792778000000006,-122.42188,61,1,0,0,1,1,1,1,1,0,0,0,1,1,1
15,1,6,2,3,3,4,4,750,99,1,0,49,99.0,37.792778000000006,-122.42188,50,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,13,275,470,1,0,6,100.0,37.792778000000006,-122.42188,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
11,1,6,2,3,3,4,4,750,99,1,0,4,100.0,37.792778000000006,-122.42188,48,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,4,250,100,4,7,101,89.0,37.792778000000006,-122.42188,28,0,0,0,0,1,0,0,1,0,0,1,1,0,1
1,0,8,2,3,4,4,15,250,415,4,24,3,100.0,37.792778000000006,-122.42188,25,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,8,2,3,4,4,21,500,250,1,0,2,100.0,37.792778000000006,-122.42188,40,1,0,0,1,1,0,1,1,0,0,1,1,1,1
9,0,6,2,3,3,4,4,750,99,1,0,15,99.0,37.792778000000006,-122.42188,50,1,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,5,1,3,3,4,13,475,125,1,0,8,100.0,37.792778000000006,-122.42188,38,0,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,8,2,3,4,4,18,950,280,1,0,7,100.0,37.792778000000006,-122.42188,33,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,3,3,3,4,18,1000,250,1,0,1,100.0,37.792778000000006,-122.42188,27,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,3,1,3,3,4,8,177,208,6,0,37,89.0,37.770936999999996,-122.44276,12,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,0,6,2,3,4,4,25,475,185,5,30,205,97.0,37.770936999999996,-122.44276,42,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,5,1,3,3,4,8,150,125,5,0,82,97.0,37.770936999999996,-122.44276,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,189,125,3,0,111,94.0,37.770936999999996,-122.44276,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,5,2,3,3,4,25,375,100,4,0,35,96.0,37.770936999999996,-122.44276,49,0,0,1,0,1,1,1,1,0,0,1,0,0,1
17,0,6,2,3,3,3,8,460,160,1,0,12,100.0,37.770936999999996,-122.44276,45,0,1,0,1,1,1,1,0,0,0,1,1,1,1
6,0,5,1,3,3,4,8,350,250,5,100,1,100.0,37.770936999999996,-122.44276,37,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,6,2,3,5,4,8,375,275,6,300,53,97.0,37.770936999999996,-122.44276,33,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,6,2,3,3,4,25,600,160,6,50,63,99.0,37.770936999999996,-122.44276,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,25,500,150,1,0,38,100.0,37.770936999999996,-122.44276,37,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,25,300,220,6,0,14,93.0,37.770936999999996,-122.44276,8,0,0,0,1,0,0,1,0,0,0,0,1,1,1
1,0,6,2,3,4,4,2,425,250,1,100,20,98.0,37.770936999999996,-122.44276,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,4,2,3,3,4,8,280,150,4,33,32,100.0,37.770936999999996,-122.44276,44,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,25,258,200,4,25,48,93.0,37.770936999999996,-122.44276,25,1,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,550,200,5,50,144,99.0,37.770936999999996,-122.44276,51,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,6,2,3,4,4,25,350,180,2,0,20,98.0,37.770936999999996,-122.44276,35,1,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,8,500,225,4,50,185,95.0,37.770936999999996,-122.44276,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,7,2,3,4,4,8,350,150,1,0,12,100.0,37.770936999999996,-122.44276,17,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,8,1,3,4,4,8,280,200,5,40,60,98.0,37.770936999999996,-122.44276,45,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,2,3,4,4,8,400,150,1,0,38,96.0,37.770936999999996,-122.44276,45,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,7,1,3,4,4,8,280,200,5,40,10,98.0,37.770936999999996,-122.44276,49,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,4,2,3,2,4,10,360,225,4,95,77,99.0,37.770936999999996,-122.44276,53,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,7,2,3,4,4,8,370,150,1,0,72,99.0,37.770936999999996,-122.44276,61,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,2,3,3,4,8,565,90,6,100,14,100.0,37.770936999999996,-122.44276,47,0,0,1,1,1,1,1,1,0,0,1,1,1,1
6,0,4,3,3,3,4,2,429,210,3,100,72,98.0,37.770936999999996,-122.44276,42,1,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,5,4,25,550,175,6,50,16,100.0,37.770936999999996,-122.44276,39,0,1,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,25,225,150,1,0,4,100.0,37.770936999999996,-122.44276,20,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,6,2,3,4,4,10,500,250,1,0,10,100.0,37.770936999999996,-122.44276,25,0,0,1,1,1,0,1,0,0,0,0,1,1,1
1,0,6,2,3,3,4,8,400,125,4,25,13,97.0,37.770936999999996,-122.44276,22,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,4,1,3,3,4,8,195,140,3,5,13,100.0,37.770936999999996,-122.44276,24,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,6,2,3,4,4,25,350,200,5,75,2,100.0,37.770936999999996,-122.44276,24,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,6,2,3,4,4,8,600,150,1,0,4,100.0,37.770936999999996,-122.44276,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,1,3,4,4,8,400,125,6,30,74,98.0,37.770936999999996,-122.44276,18,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,7,1,3,5,4,25,260,250,6,15,38,95.0,37.770936999999996,-122.44276,24,0,0,0,0,1,1,1,0,0,0,1,1,0,1
6,0,6,2,3,3,4,25,595,165,6,0,20,96.0,37.770936999999996,-122.44276,25,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,6,2,3,3,4,8,825,200,6,145,3,100.0,37.770936999999996,-122.44276,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,6,1,3,4,4,8,600,150,4,0,56,99.0,37.770936999999996,-122.44276,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,6,2,3,3,4,8,675,200,6,100,76,99.0,37.770936999999996,-122.44276,60,1,0,0,1,1,0,1,0,0,0,1,1,1,1
17,0,6,3,3,3,4,8,990,150,6,200,24,99.0,37.770936999999996,-122.44276,59,0,0,1,1,1,0,1,1,0,0,0,1,1,1
6,0,5,2,3,2,4,25,350,75,1,0,1,100.0,37.770936999999996,-122.44276,12,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,180,300,6,10,3,90.0,37.770936999999996,-122.44276,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,10,280,150,1,0,3,100.0,37.770936999999996,-122.44276,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,7,2,3,4,4,8,350,200,5,0,2,100.0,37.770936999999996,-122.44276,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,8,395,200,1,0,21,100.0,37.770936999999996,-122.44276,57,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,11,1,3,6,4,25,350,150,4,5,44,99.0,37.770936999999996,-122.44276,39,1,0,0,1,1,0,1,1,0,0,1,1,1,1
6,0,5,1,3,4,4,25,550,140,3,100,19,98.0,37.770936999999996,-122.44276,40,1,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,4,4,25,800,250,5,10,13,100.0,37.770936999999996,-122.44276,37,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,6,2,3,5,4,2,365,150,4,25,7,100.0,37.770936999999996,-122.44276,37,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,2,3,3,4,8,350,175,4,50,11,100.0,37.770936999999996,-122.44276,29,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,0,6,1,3,4,4,9,450,185,1,0,7,97.0,37.770936999999996,-122.44276,34,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,5,1,3,5,4,8,220,300,5,15,1,100.0,37.770936999999996,-122.44276,14,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,2,3,3,4,8,899,150,1,0,2,100.0,37.770936999999996,-122.44276,21,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,10,2,4,5,4,25,450,160,4,30,34,91.0,37.770936999999996,-122.44276,29,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,8,3,4,5,4,8,672,200,8,100,13,98.0,37.770936999999996,-122.44276,23,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,4,5,4,8,450,250,8,100,99,92.0,37.770936999999996,-122.44276,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,4,2,4,6,4,8,800,200,4,0,70,93.0,37.770936999999996,-122.44276,21,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,6,2,4,5,4,25,1000,175,6,50,127,91.0,37.770936999999996,-122.44276,30,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,2,8,2,4,5,4,8,400,125,1,0,2,80.0,37.770936999999996,-122.44276,14,1,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,7,2,4,4,4,25,750,150,1,0,82,99.0,37.770936999999996,-122.44276,41,0,0,0,1,1,1,1,1,0,0,0,1,1,1
12,0,5,1,4,5,4,8,500,200,6,100,48,98.0,37.770936999999996,-122.44276,41,0,0,0,1,1,1,1,1,0,0,1,0,1,1
1,0,4,1,4,5,4,8,299,350,3,150,20,93.0,37.770936999999996,-122.44276,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,10,2,4,7,4,2,295,230,6,20,47,96.0,37.770936999999996,-122.44276,34,0,0,0,1,1,1,1,1,0,0,1,1,1,1
6,0,8,2,4,5,4,25,445,140,1,0,21,98.0,37.770936999999996,-122.44276,23,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,7,2,4,4,4,25,500,150,1,0,4,100.0,37.770936999999996,-122.44276,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
17,0,4,1,4,4,4,25,325,95,1,0,10,96.0,37.770936999999996,-122.44276,25,0,0,0,1,1,0,1,1,0,0,1,0,1,1
1,0,8,2,4,7,4,8,260,200,6,10,1,100.0,37.770936999999996,-122.44276,37,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,9,1,4,5,4,8,300,350,3,150,24,97.0,37.770936999999996,-122.44276,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,7,1,4,5,4,25,248,130,1,0,5,96.0,37.770936999999996,-122.44276,48,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,5,1,4,5,4,8,325,375,3,175,1,100.0,37.770936999999996,-122.44276,37,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,8,1,4,6,4,8,999,225,4,20,14,97.0,37.770936999999996,-122.44276,26,0,0,0,0,1,0,1,1,0,0,0,1,0,1
12,0,8,3,4,5,4,25,999,225,3,25,7,100.0,37.770936999999996,-122.44276,16,0,0,0,0,1,0,1,1,0,0,0,1,0,1
1,0,5,2,3,3,4,25,194,208,1,0,15,91.0,37.779329,-122.41915,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
17,0,7,1,3,5,4,25,300,75,4,50,31,94.0,37.779329,-122.41915,44,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,8,2,3,4,4,25,617,150,4,40,208,98.0,37.779329,-122.41915,71,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,25,194,208,1,0,5,84.0,37.779329,-122.41915,15,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,5,1,3,3,4,25,165,100,1,0,1,100.0,37.779329,-122.41915,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,6,1,3,3,4,25,60,130,3,16,9,96.0,37.779329,-122.41915,14,0,0,0,1,1,0,0,0,0,0,0,1,1,1
6,0,6,1,3,3,4,25,60,130,3,16,10,86.0,37.779329,-122.41915,14,0,0,0,1,1,0,0,0,0,0,0,1,1,1
6,0,2,1,0,1,4,4,117,100,1,0,19,92.0,37.779329,-122.41915,31,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,25,100,80,1,0,31,97.0,37.779329,-122.41915,19,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,2,1,0,1,4,25,116,80,1,0,44,93.0,37.779329,-122.41915,13,0,0,0,1,1,1,1,0,0,0,0,0,1,1
1,0,2,1,0,1,4,25,105,80,1,0,25,94.0,37.779329,-122.41915,13,0,0,0,1,1,1,1,0,0,0,0,0,1,1
6,0,4,1,0,2,4,4,249,79,1,10,49,99.0,37.779329,-122.41915,29,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,249,79,1,0,47,97.0,37.779329,-122.41915,21,1,0,0,0,1,1,0,0,0,0,1,1,0,1
6,0,4,1,0,2,4,4,259,69,2,10,10,96.0,37.779329,-122.41915,25,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,249,69,1,0,15,99.0,37.779329,-122.41915,23,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,269,69,1,0,12,98.0,37.779329,-122.41915,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0
6,0,4,1,0,2,4,4,269,69,1,0,14,97.0,37.779329,-122.41915,23,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,4,1,0,2,4,4,249,69,1,0,21,100.0,37.779329,-122.41915,28,1,0,0,0,1,1,0,1,0,0,1,1,0,1
6,0,2,1,0,1,4,4,110,100,1,0,22,98.0,37.779329,-122.41915,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
6,0,8,2,0,4,4,4,540,120,1,0,14,100.0,37.779329,-122.41915,10,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1,0,2,1,0,1,4,4,130,150,1,0,4,100.0,37.779329,-122.41915,19,0,0,0,1,1,1,1,0,0,0,0,1,1,1
11,2,4,1,0,2,4,4,235,0,1,0,141,98.0,37.779329,-122.41915,33,1,0,0,0,1,1,0,1,0,0,1,1,0,1
1,0,2,1,0,1,4,4,79,95,1,0,3,80.0,37.779329,-122.41915,20,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,110,25,1,0,82,89.0,37.779329,-122.41915,12,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,4,110,25,1,0,120,89.0,37.779329,-122.41915,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
