property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,neighbourhood_cleansed,cleaning_fee,guests_included,extra_people,number_of_reviews,review_scores_rating,zc_lat,zc_lon,rental,num_amenities,air conditioning,cat(s),dog(s),dryer,heating,internet,kitchen,microwave,outdoor parking,private bathroom,self check-in,tv,washer,wifi
3,2,2,1,0,1,4,3,0,1,0,2,80.0,37.792678,-122.40793000000001,2700.0,27,1,0,0,1,1,1,1,0,0,0,0,1,1,1
3,2,2,1,0,0,4,3,0,1,0,1,100.0,37.792678,-122.40793000000001,2700.0,27,1,0,0,1,1,1,1,0,0,0,0,1,1,1
3,2,2,1,0,1,4,3,0,1,0,4,100.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,1,0,0,0,0,1,1,1
16,1,2,1,0,1,4,6,70,1,0,20,98.0,37.792678,-122.40793000000001,2700.0,21,1,0,0,1,1,0,0,0,0,0,1,1,1,1
1,0,4,1,0,2,4,3,100,1,0,6,100.0,37.792678,-122.40793000000001,2700.0,25,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,13,150,1,0,4,95.0,37.792678,-122.40793000000001,2700.0,17,0,0,0,0,1,0,1,0,0,0,0,1,0,1
6,0,2,1,0,0,4,13,175,2,10,2,100.0,37.792678,-122.40793000000001,2700.0,26,0,0,0,1,1,0,1,1,0,0,0,1,1,1
16,0,2,1,0,1,4,3,70,1,0,36,95.0,37.792678,-122.40793000000001,2700.0,26,1,0,0,1,1,0,0,1,0,0,1,1,1,0
16,0,2,1,0,1,4,3,76,1,0,30,97.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,0,2,1,0,1,4,3,76,1,0,26,95.0,37.792678,-122.40793000000001,2700.0,26,1,0,0,1,1,0,0,1,0,0,1,1,1,0
16,1,2,1,0,1,4,3,76,1,0,8,98.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,1,0,0,1,1,1,0
16,0,2,1,0,1,4,3,76,1,0,24,95.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,0,2,1,0,1,4,4,76,1,0,15,95.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,0,0,0,1,1,1,0
1,0,2,1,0,1,4,3,150,1,0,3,93.0,37.792678,-122.40793000000001,2700.0,16,0,0,0,0,1,0,1,0,0,0,0,1,0,1
16,0,2,1,0,1,4,4,76,1,0,12,97.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,6,76,1,0,8,95.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,4,65,1,0,10,96.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,0,2,1,0,1,4,4,65,1,0,17,99.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,0,2,1,0,1,4,6,75,1,0,1,100.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,1,0,0,0,1,1,1
16,1,2,1,0,1,4,6,65,1,0,4,95.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
1,0,2,1,0,1,4,3,150,1,0,1,80.0,37.792678,-122.40793000000001,2700.0,14,0,0,0,0,1,0,1,0,0,0,0,1,0,1
16,1,2,1,0,1,4,6,68,1,0,3,80.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
6,0,2,1,0,1,4,6,68,1,0,2,100.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,4,68,1,0,6,90.0,37.792678,-122.40793000000001,2700.0,25,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,4,68,1,0,2,100.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,6,68,1,0,2,100.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,0,2,1,0,1,4,6,65,1,0,10,96.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,4,67,1,0,3,100.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,1,2,1,0,1,4,6,68,1,0,3,100.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
6,0,2,1,0,1,4,6,68,1,0,2,100.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,1,0,0,1,1,1,0
16,0,2,1,0,1,4,4,65,1,0,7,94.0,37.792678,-122.40793000000001,2700.0,23,1,0,0,1,1,0,0,0,0,0,1,1,1,0
1,0,2,1,0,1,4,3,150,1,0,1,60.0,37.792678,-122.40793000000001,2700.0,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6,0,2,1,0,1,4,13,65,1,0,1,100.0,37.792678,-122.40793000000001,2700.0,24,1,0,0,1,1,0,0,0,0,0,1,1,1,0
16,0,2,1,0,0,4,3,65,1,0,5,100.0,37.792678,-122.40793000000001,2700.0,26,1,0,0,1,1,0,0,1,0,0,1,1,1,0
16,0,2,1,0,1,4,3,65,1,0,2,100.0,37.792678,-122.40793000000001,2700.0,26,1,0,0,1,1,0,0,1,0,0,1,1,1,0
12,0,6,1,3,4,4,12,150,6,50,275,95.0,37.772329,-122.41086999999999,3761.0,38,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,12,325,3,0,19,100.0,37.772329,-122.41086999999999,3761.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
13,0,6,2,3,3,4,23,185,2,50,18,94.0,37.772329,-122.41086999999999,3761.0,30,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,6,2,3,3,4,23,470,1,0,1,100.0,37.772329,-122.41086999999999,3761.0,32,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,23,470,1,0,2,100.0,37.772329,-122.41086999999999,3761.0,34,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,23,470,1,0,4,100.0,37.772329,-122.41086999999999,3761.0,31,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,23,470,1,0,3,93.0,37.772329,-122.41086999999999,3761.0,33,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,23,470,1,0,3,93.0,37.772329,-122.41086999999999,3761.0,31,0,0,0,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,3,4,23,75,1,0,3,80.0,37.772329,-122.41086999999999,3761.0,18,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6,0,8,2,3,4,4,23,175,1,0,30,90.0,37.772329,-122.41086999999999,3761.0,59,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,12,150,1,0,120,97.0,37.772329,-122.41086999999999,3761.0,41,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,1,3,3,4,12,100,1,0,34,95.0,37.772329,-122.41086999999999,3761.0,38,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,23,125,2,50,63,99.0,37.772329,-122.41086999999999,3761.0,51,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,2,3,3,4,12,300,5,100,1,100.0,37.772329,-122.41086999999999,3761.0,29,0,0,0,1,1,0,1,0,0,0,1,1,1,1
6,0,5,2,3,3,4,23,200,1,0,20,99.0,37.772329,-122.41086999999999,3761.0,30,1,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,2,1,0,1,4,12,90,1,0,196,99.0,37.772329,-122.41086999999999,3076.5,32,0,0,0,0,1,0,0,1,0,0,1,1,0,1
9,0,2,1,0,1,4,12,100,1,5,175,95.0,37.772329,-122.41086999999999,3076.5,25,0,0,0,0,1,0,0,1,0,0,1,1,0,1
8,0,2,1,0,1,4,23,45,2,50,368,98.0,37.772329,-122.41086999999999,3076.5,35,0,0,0,0,1,1,1,1,0,0,0,1,0,1
8,0,3,1,0,2,4,23,95,2,20,15,88.0,37.772329,-122.41086999999999,3076.5,21,1,0,0,1,1,0,0,1,0,0,0,1,1,1
1,0,2,1,0,2,4,12,100,1,0,5,95.0,37.772329,-122.41086999999999,3076.5,16,0,0,0,0,1,1,1,0,0,0,0,1,0,1
1,0,2,1,0,1,4,12,95,1,0,4,85.0,37.772329,-122.41086999999999,3076.5,24,0,0,0,1,1,1,0,1,0,0,0,1,1,1
1,0,3,1,0,1,4,12,95,1,0,1,100.0,37.772329,-122.41086999999999,3076.5,28,0,0,0,1,1,1,1,1,0,0,0,1,1,1
6,0,1,1,0,1,4,12,65,1,0,102,97.0,37.772329,-122.41086999999999,3076.5,18,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,2,1,0,1,4,12,95,1,0,2,70.0,37.772329,-122.41086999999999,3076.5,17,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,3,93.0,37.772329,-122.41086999999999,3076.5,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,3,73.0,37.772329,-122.41086999999999,3076.5,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,4,100.0,37.772329,-122.41086999999999,3076.5,27,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,1,100.0,37.772329,-122.41086999999999,3076.5,25,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,1,100.0,37.772329,-122.41086999999999,3076.5,26,0,0,0,1,1,1,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,1,100.0,37.772329,-122.41086999999999,3076.5,17,0,0,0,1,1,1,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,1,20.0,37.772329,-122.41086999999999,3076.5,24,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,2,4,23,100,1,0,2,100.0,37.772329,-122.41086999999999,3076.5,23,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,23,85,1,0,12,89.0,37.772329,-122.41086999999999,3076.5,47,1,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,2,4,23,100,1,0,5,100.0,37.772329,-122.41086999999999,3076.5,23,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,23,20,1,0,10,96.0,37.772329,-122.41086999999999,3076.5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,1,0,1,4,12,95,1,0,2,90.0,37.772329,-122.41086999999999,3076.5,22,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,23,95,2,5,1,80.0,37.772329,-122.41086999999999,3076.5,31,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,23,95,2,5,2,90.0,37.772329,-122.41086999999999,3076.5,31,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,23,95,2,5,2,90.0,37.772329,-122.41086999999999,3076.5,31,0,0,0,1,1,0,1,1,0,0,0,1,1,1
8,0,2,1,0,1,4,23,125,1,10,1,100.0,37.772329,-122.41086999999999,3076.5,32,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,2,90.0,37.772329,-122.41086999999999,3076.5,13,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,12,95,1,0,1,80.0,37.772329,-122.41086999999999,3076.5,12,0,0,0,1,1,0,0,0,0,0,0,1,1,1
6,0,4,1,0,1,4,23,75,2,35,15,99.0,37.772329,-122.41086999999999,3076.5,32,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,3,4,17,100,6,0,166,98.0,37.758379999999995,-122.48478,2700.0,42,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,7,2,3,5,4,17,130,7,50,18,91.0,37.758379999999995,-122.48478,2700.0,44,0,0,1,1,1,1,1,1,0,0,1,1,1,1
12,0,6,1,3,3,4,17,400,3,25,14,94.0,37.758379999999995,-122.48478,2700.0,33,0,0,0,0,1,1,1,1,0,0,0,1,0,1
12,0,6,2,3,3,4,10,225,6,25,143,99.0,37.758379999999995,-122.48478,2700.0,43,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,7,2,3,4,4,10,100,7,15,8,95.0,37.758379999999995,-122.48478,2700.0,48,0,0,1,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,10,200,1,0,9,98.0,37.758379999999995,-122.48478,2700.0,34,0,0,0,1,1,1,1,1,0,0,1,1,1,1
17,0,8,1,3,3,4,17,160,4,10,22,91.0,37.758379999999995,-122.48478,2700.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,3,2,3,3,4,10,100,3,50,7,100.0,37.758379999999995,-122.48478,2700.0,24,0,0,0,1,1,1,1,0,0,0,1,0,1,1
12,0,4,1,3,4,4,10,235,4,100,17,98.0,37.758379999999995,-122.48478,2700.0,28,0,0,0,0,1,1,1,0,0,0,1,1,0,1
12,0,8,3,3,4,4,10,150,4,25,6,97.0,37.758379999999995,-122.48478,2700.0,28,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,5,2,3,3,4,17,150,1,0,19,98.0,37.758379999999995,-122.48478,2700.0,38,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,2,3,3,4,10,250,1,0,14,100.0,37.758379999999995,-122.48478,2700.0,50,0,0,1,1,1,1,1,1,0,0,1,1,1,1
1,0,5,2,3,4,4,10,165,5,50,11,100.0,37.758379999999995,-122.48478,2700.0,18,0,0,0,1,1,1,1,0,0,0,0,1,1,1
12,2,7,2,3,4,4,10,120,1,0,18,100.0,37.758379999999995,-122.48478,2700.0,39,1,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,2,3,4,4,17,300,6,300,23,96.0,37.758379999999995,-122.48478,2700.0,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
1,0,6,1,3,5,4,10,150,1,0,7,97.0,37.758379999999995,-122.48478,2700.0,24,0,0,0,1,1,0,1,0,0,0,1,1,1,1
1,0,5,2,3,3,4,17,200,1,0,1,80.0,37.758379999999995,-122.48478,2700.0,21,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,6,1,3,3,4,10,150,1,10,1,100.0,37.758379999999995,-122.48478,2700.0,36,0,0,0,1,1,0,1,1,0,0,1,0,1,1
12,0,6,1,3,4,4,17,200,3,25,45,95.0,37.758379999999995,-122.48478,2700.0,23,1,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,6,1,3,4,4,17,125,5,99,19,98.0,37.758379999999995,-122.48478,2700.0,36,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,6,3,3,3,4,10,250,6,100,13,100.0,37.758379999999995,-122.48478,2700.0,21,1,0,0,1,1,0,1,0,0,0,0,1,1,1
12,0,6,2,3,3,4,10,175,1,0,97,99.0,37.758379999999995,-122.48478,2700.0,72,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,8,2,3,5,4,17,150,4,15,74,98.0,37.758379999999995,-122.48478,2700.0,52,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,2,3,3,4,10,100,1,0,19,100.0,37.758379999999995,-122.48478,2700.0,40,0,0,0,1,1,0,1,1,0,0,1,1,1,1
8,0,7,2,3,4,4,17,135,7,25,77,94.0,37.758379999999995,-122.48478,2700.0,39,0,0,0,1,1,0,1,1,0,0,1,1,1,1
12,0,4,2,3,4,4,17,250,4,50,5,100.0,37.758379999999995,-122.48478,2700.0,34,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,7,1,3,5,4,10,215,6,75,10,96.0,37.758379999999995,-122.48478,2700.0,41,0,0,0,1,1,0,1,1,0,0,0,1,1,1
12,0,6,2,3,6,4,10,150,5,50,5,92.0,37.758379999999995,-122.48478,2700.0,47,0,0,0,1,1,1,1,1,0,0,1,1,1,1
12,0,10,1,3,6,4,17,175,6,50,25,96.0,37.758379999999995,-122.48478,2700.0,32,0,0,0,0,1,0,1,1,0,0,1,1,0,1
12,0,6,2,3,2,4,17,145,4,45,14,97.0,37.758379999999995,-122.48478,2700.0,39,0,0,0,1,1,0,1,1,0,0,1,1,1,1
1,0,6,1,3,3,4,10,150,3,20,20,97.0,37.758379999999995,-122.48478,2700.0,31,0,0,0,0,1,0,1,1,0,0,1,1,0,1
1,0,6,2,4,4,4,17,220,4,20,102,94.0,37.758379999999995,-122.48478,3620.0,31,0,0,0,1,1,1,1,0,0,0,1,1,1,1
12,0,10,2,4,6,4,10,100,1,0,1,100.0,37.758379999999995,-122.48478,3620.0,21,0,1,1,1,1,1,1,0,0,0,0,1,1,1
12,0,7,2,4,5,4,10,155,1,0,6,100.0,37.758379999999995,-122.48478,3620.0,40,0,0,0,1,1,0,1,0,0,0,1,0,1,1
12,0,11,3,4,7,4,10,250,4,45,37,98.0,37.758379999999995,-122.48478,3620.0,55,0,1,0,1,1,1,1,0,0,0,1,1,1,1
12,0,7,2,4,4,4,10,150,1,0,17,100.0,37.758379999999995,-122.48478,3620.0,22,0,0,0,1,1,0,1,0,0,0,1,1,1,1
12,0,7,3,4,6,4,17,250,7,25,3,100.0,37.758379999999995,-122.48478,3620.0,29,0,0,0,1,1,0,1,1,0,0,0,1,1,1
16,0,2,1,0,1,4,23,200,1,0,1,80.0,37.789228,-122.3957,3560.0,32,0,1,1,1,1,1,1,0,0,0,1,1,1,1
16,0,2,1,0,1,4,23,200,1,0,1,100.0,37.789228,-122.3957,3560.0,27,0,0,0,1,1,1,1,0,0,0,1,1,1,1
1,0,1,1,0,1,4,23,150,1,50,22,99.0,37.789228,-122.3957,3560.0,58,1,0,0,1,1,0,1,0,1,0,1,1,1,1
1,0,2,1,0,1,4,23,95,2,5,1,100.0,37.789228,-122.3957,3560.0,37,1,0,0,1,1,0,1,1,0,0,0,1,1,1
6,0,3,1,0,0,4,23,100,1,0,2,100.0,37.789228,-122.3957,3560.0,17,0,0,0,1,1,0,1,0,0,0,0,1,1,1
1,0,2,1,0,1,4,23,95,2,5,2,100.0,37.789228,-122.3957,3560.0,35,0,0,0,1,1,0,1,1,0,0,0,1,1,1
6,0,4,1,0,2,4,23,100,2,15,14,94.0,37.789228,-122.3957,3560.0,30,0,0,0,1,1,1,1,0,0,0,1,1,1,1
6,0,6,2,3,3,4,23,200,5,0,17,100.0,37.789228,-122.3957,4200.0,44,0,0,0,1,1,0,1,1,0,0,0,1,1,1
